word,reading,consensus_level,level_votes,family_level_votes,reference_sources,reference_families,support_count,candidate_type,example_meaning,relation_type,same_reading_current_forms,same_word_current_readings,jmdict_current_forms,jmdict_current_readings,jmdict_current_levels,jmdict_all_forms,jmdict_resolved
厭やらしい,いやらしい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,lexical,detestable; disagreeable,same-reading-different-writing,嫌らしい,,,,,,no
厭らしい,いやらしい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,lexical,"detestable, disagreeable",same-reading-different-writing|same-jmdict-entry,嫌らしい,,嫌らしい,いやらしい,N1,いやらしい|やらしい|厭らしい|嫌らしい,yes
愈々,いよいよ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,more and more; all the more; increasingly,same-reading-different-writing|same-jmdict-entry,いよいよ,,いよいよ,いよいよ,N2,いよいよ|弥々|弥弥|愈|愈々|愈愈,yes
入口,いりくち,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,entrance; gate; approach,same-jmdict-entry,,,入り口,いりぐち,N4,いりくち|いりぐち|はいりくち|はいりぐち|入り口|入口|這入口,yes
員,いん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,member,same-reading-different-writing,印|韻,,,,,,yes
うかがう,うかがう,N4,"{""N4"": 1}","{""community-independent"": ""N4""}",wordmaster,community-independent,1,kana/loanword,拜访；请教,same-reading-different-writing|same-jmdict-entry,伺う,,伺う,うかがう,N3,うかがう|伺う,yes
含嗽,うがい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,gargle; rinse mouth,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,うがい|嗽,がんそう,うがい|含嗽,うがい|がんそう,N1|N3,うがい|がんそう|含嗽|含漱,yes
受持ち,うけもち,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,负责,same-reading-different-writing|same-jmdict-entry,受け持ち,,受け持ち,うけもち,N2,うけもち|受け持ち|受持|受持ち,yes
潮,うしお,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,tide,same-writing-different-reading,,しお,,,,,no
後,うしろ,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",openjlpt|waller,waller-derived,1,lexical,afterwards; since then; in the future,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,うしろ|後ろ,あと|ご|のち,うしろ|後ろ,うしろ,N1|N5,うしろ|後|後ろ,yes
埋まる,うずまる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to be buried; to be surrounded; to overflow,same-writing-different-reading|same-jmdict-entry,,うまる,埋まる,うまる,N2,うずまる|うまる|埋まる,yes
うたた寝,うたたね,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"dozing, napping",same-reading-different-writing,転寝,,,,,,no
饂飩,うどん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,noodles (Japanese),same-reading-different-writing|same-jmdict-entry,うどん,,うどん,うどん,N2,うどん|うんどん|饂飩,yes
うぬぼれ,うぬぼれ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,"pretension, conceit, hubris",fully-absent,,,,,,,yes
自惚れ,うぬぼれ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,pretension; conceit; hubris,fully-absent,,,,,,,yes
甘い,うまい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,delicious,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,うまい|上手い,あまい,うまい|上手い,うまい,N4,うまい|上手い|巧い|旨い|甘い|美い|美味い,yes
海路,うみじ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,sea route,same-writing-different-reading|same-jmdict-entry,,かいろ,海路,かいろ,N1,うなじ|うみじ|かいろ|海路,yes
梅干,うめぼし,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,dried plum,same-reading-different-writing|same-jmdict-entry,梅干し,,梅干し,うめぼし,N1,うめぼし|梅干|梅干し,yes
末,うら,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,top end; tip,same-reading-different-writing|same-writing-different-reading,裏,すえ|まつ,,,,,yes
五月蝿い,うるさい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,noisy; loud; fussy,same-reading-different-writing|same-jmdict-entry,うるさい|煩い,,うるさい|煩い,うるさい,N5,うるさい|ウルサイ|五月蝿い|五月蠅い|煩い|煩さい,yes
上～,うわ～,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,upper ~,fully-absent,,,,,,,no
会,え,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,understanding,same-reading-different-writing|same-writing-different-reading,柄|江|絵,かい,,,,,yes
重,え,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,-fold; -ply,same-reading-different-writing,柄|江|絵,,,,,,yes
園,えん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,garden (esp. man-made),same-reading-different-writing|same-writing-different-reading,円|塩|燕|縁|艶,その,,,,,yes
御,お,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",openjlpt|waller,waller-derived,1,lexical,honourable,same-reading-different-writing,尾,,,,,,yes
於,お,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,at; in; on,same-reading-different-writing,尾,,,,,,no
お～,お～,N5,"{""N5"": 1}","{""community-independent"": ""N5""}",wordmaster,community-independent,1,lexical,尊～,fully-absent,,,,,,,no
追い掛ける,おいかける,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,to chase or run after someone; to run down; to pursue,same-reading-different-writing|same-jmdict-entry,追いかける,,追いかける,おいかける,N2,おいかける|追いかける|追い掛ける|追い駆ける|追掛ける,yes
お出でになる,おいでになる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to be,same-reading-different-writing|same-jmdict-entry,おいでになる,,おいでになる,おいでになる,N3,おいでになる|お出でになる|御出でになる,yes
黄色,おうしょく,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,yellow,same-writing-different-reading|same-jmdict-entry,,きいろ,黄色,きいろ,N5,おうしょく|きいろ|こうしょく|黄色,yes
おおい (かん),おおい (かん),N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,hey,fully-absent,,,,,,,no
おおい,おおい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,kana/loanword,hey!,same-reading-different-writing|same-jmdict-entry,多い|覆い,,多い,おおい,N5,おおい|多い,yes
おおげさ,おおげさ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,"grandiose, exaggerated",same-reading-different-writing|same-jmdict-entry,大げさ,,大げさ,おおげさ,N2,おおげさ|大げさ|大袈裟,yes
おおまかな,おおまかな,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,粗略的,fully-absent,,,,,,,no
お蔭,おかげ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,(your) backing; assistance,same-reading-different-writing|same-jmdict-entry,おかげ|お陰,,おかげ|お陰,おかげ,N3|N4,おかげ|お蔭|お陰|御蔭|御陰,yes
お蔭様で,おかげさまで,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,Thanks to god; thanks to you,same-reading-different-writing|same-jmdict-entry,おかげさまで|お陰様で,,おかげさまで|お陰様で,おかげさまで,N1|N2,おかげさまで|おかげ様で|お蔭様で|お陰さまで|お陰様で|御蔭様で|御陰様で,yes
お菜,おかず,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,side dish; accompaniment for rice dishes,same-reading-different-writing|same-jmdict-entry,おかず,,おかず,おかず,N2,おかず|お数|お菜|オカズ|御数|御菜,yes
お金持ち,おかねもち,N4,"{""N4"": 1}","{""waller-derived"": ""N4""}",waller,waller-derived,1,lexical,rich man,fully-absent,,,,,,,yes
おかまいなく,おかまいなく,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,kana/loanword,请别客气,fully-absent,,,,,,,no
おきのどくに,おきのどくに,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,,same-reading-different-writing|same-jmdict-entry,お気の毒に,,お気の毒に,おきのどくに,N2,おきのどくに|お気の毒に,yes
おくさん,おくさん,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,"(hon) wife,your wife,madam",same-reading-different-writing|same-jmdict-entry,奥さん,,奥さん,おくさん,N5,おくさん|奥さん,yes
起す,おこす,N4,"{""N4"": 1}","{""waller-derived"": ""N4""}",openjlpt|waller,waller-derived,1,lexical,to wake,same-reading-different-writing|same-jmdict-entry,興す|起こす,,起こす,おこす,N4,おこす|起こす|起す,yes
おごる (ゆうしょくを～),おごる (ゆうしょくを～),N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,请客（晚餐）,fully-absent,,,,,,,no
傲る,おごる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to be proud,same-reading-different-writing|same-jmdict-entry,おごる|奢る|驕る,,おごる|驕る,おごる,N1|N2,おごる|傲る|驕る,yes
長,おさ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,chief; head,same-writing-different-reading,,ちょう|なが,,,,,yes
おさきに,おさきに,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,"before,ahead,previously",fully-absent,,,,,,,yes
おしゃれ,おしゃれ,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,"smartly dressed,someone smartly dressed,fashion-conscious",same-reading-different-writing|same-jmdict-entry,お洒落,,お洒落,おしゃれ,N2,おしゃれ|お洒落|オシャレ|御洒落,yes
伯父,おじ,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,伯父,same-reading-different-writing|same-jmdict-entry,おじ|叔父,,おじ|叔父,おじ,N1|N5,おじ|しゅくふ|はくふ|伯父|叔父,yes
伯父/叔父,おじいさん,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",openjlpt,waller-derived,1,lexical,grandfather; male senior citizen,same-reading-different-writing,おじいさん|お祖父さん,,,,,,no
御辞儀,おじぎ,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,bow,same-reading-different-writing|same-jmdict-entry,お辞儀,,お辞儀,おじぎ,N3,おじぎ|お辞儀|御辞儀,yes
伯父; 叔父さん,おじさん,N5,"{""N5"": 1}","{""community-independent"": ""N5""}",wordmaster,community-independent,1,lexical,"uncle, middle-aged man",same-reading-different-writing,おじさん|伯父さん,,,,,,no
おじゃまします,おじゃまします,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,fixed-expression/conjugated,Excuse me for disturbing you,same-reading-different-writing|same-jmdict-entry,お邪魔します,,お邪魔します,おじゃまします,N2,おじゃまします|お邪魔します|御邪魔します,yes
御世辞,おせじ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"flattery, compliment",same-reading-different-writing|same-jmdict-entry,お世辞,,お世辞,おせじ,N1,おせじ|お世辞|御世辞,yes
お世話になりました,おせわになりました,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,I've been in your care,fully-absent,,,,,,,no
おそらく,おそらく,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",waller,waller-derived,1,kana/loanword,perhaps,same-reading-different-writing|same-jmdict-entry,恐らく,,恐らく,おそらく,N2,おそらく|恐らく,yes
おだいじに,おだいじに,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,Take care of yourself,same-reading-different-writing|same-jmdict-entry,お大事に,,お大事に,おだいじに,N2,おだいじに|お大事に,yes
落葉,おちば,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,fallen leaves,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,落ち葉,らくよう,落ち葉|落葉,おちば|らくよう,N1|N2,おちば|らくよう|落ち葉|落葉,yes
仰っしゃる,おっしゃる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to say; to speak; to tell,same-reading-different-writing|same-jmdict-entry,おっしゃる,,おっしゃる,おっしゃる,N3,おっしゃる|仰しゃる|仰っしゃる|仰る|仰有る,yes
御手洗,おてあらい,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt,waller-derived,1,lexical,font of purifying water placed at entrance of shrine,same-reading-different-writing|same-jmdict-entry,お手洗い,,お手洗い,おてあらい,N5,おてあらい|お手洗い|御手洗|御手洗い,yes
御手洗い,おてあらい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,toilet; restroom; lavatory,same-reading-different-writing|same-jmdict-entry,お手洗い,,お手洗い,おてあらい,N5,おてあらい|お手洗い|御手洗|御手洗い,yes
弟,おと,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,younger brother,same-reading-different-writing|same-writing-different-reading,音,おとうと,,,,,yes
おとなしい,おとなしい,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,"obedient,docile,quiet",same-reading-different-writing|same-jmdict-entry,大人しい,,大人しい,おとなしい,N4,おとなしい|大人しい|温和しい|温柔しい,yes
少女,おとめ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,daughter; young lady; virgin,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,乙女,しょうじょ,乙女,おとめ,N1,おとめ|乙女|少女,yes
おどかす,おどかす,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,"to threaten,to coerce",same-reading-different-writing|same-jmdict-entry,脅かす,,脅かす,おどかす,N1,おどかす|嚇かす|威かす|脅かす,yes
女子,おなご,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,woman; girl,same-writing-different-reading,,じょし,,,,,yes
おねがいします,おねがいします,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,fixed-expression/conjugated,please,same-reading-different-writing|same-jmdict-entry,お願いします,,お願いします,おねがいします,N2,おねがいします|お願いしまあす|お願いします|御願いします,yes
各,おのおの,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,each; every; either,same-reading-different-writing|same-jmdict-entry,おのおの|各々,,おのおの|各々,おのおの,N1|N2,おのおの|各|各々|各各,yes
お早う,おはよう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,Good morning,same-reading-different-writing|same-jmdict-entry,おはよう,,おはよう,おはよう,N5,おはよう|おはよー|お早う|御早う,yes
伯母,おば,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,(humble) aunt (older than one's parent),same-reading-different-writing|same-jmdict-entry,おば|叔母,,おば|叔母,おば,N5,おば|しゅくぼ|はくぼ|伯母|叔母,yes
お祖母さん,おばあさん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,grandmother; female senior-citizen,same-reading-different-writing|same-jmdict-entry,おばあさん,,おばあさん,おばあさん,N5,おばあさん|おばーさん|お婆さん|お祖母さん|御婆さん|御祖母さん,yes
伯母さん,おばさん,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",openjlpt|waller,waller-derived,1,lexical,(hon) aunt,same-reading-different-writing|same-jmdict-entry,おばさん,,おばさん,おばさん,N5,おばさん|伯母さん|叔母さん,yes
伯母さん/叔母さん,おばさん,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",openjlpt,waller-derived,1,lexical,aunt,same-reading-different-writing,おばさん,,,,,,no
伯母さん; 叔母さん,おばさん,N5,"{""N5"": 1}","{""community-independent"": ""N5""}",wordmaster,community-independent,1,lexical,aunt,same-reading-different-writing,おばさん,,,,,,no
叔母さん,おばさん,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,(1) aunt; (2) middle-aged lady,same-reading-different-writing|same-jmdict-entry,おばさん,,おばさん,おばさん,N5,おばさん|伯母さん|叔母さん,yes
小母さん,おばさん,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,"lady, woman, ma'am",same-reading-different-writing,おばさん,,,,,,no
御負け,おまけ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,1.  a discount; a prize; 2.  something additional,same-reading-different-writing|same-jmdict-entry,おまけ,,おまけ,おまけ,N1,おまけ|お負け|御負け,yes
おまたせしました,おまたせしました,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,Sorry to have kept you waiting,same-reading-different-writing|same-jmdict-entry,お待たせしました,,お待たせしました,おまたせしました,N2,おまたせしました|お待たせしました,yes
お待ちください,おまちください,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,fixed-expression/conjugated,请稍等,fully-absent,,,,,,,no
お襁褓,おむつ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,diaper; nappy,same-reading-different-writing|same-jmdict-entry,おむつ,,おむつ,おむつ,N3,おむつ|お襁褓|オムツ|御襁褓,yes
お目出度う,おめでとう,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",openjlpt|waller,waller-derived,1,lexical,(ateji) (int) (uk) Congratulations!; an auspicious occasion!,same-reading-different-writing|same-jmdict-entry,おめでとう,,おめでとう,おめでとう,N5,おめでとう|お目出度う|お芽出度う|御目出度う|御芽出度う,yes
面,おも,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,face,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,主,おもて|つら|めん,面,おもて,N1,おも|おもて|も|もて|面,yes
重なる,おもなる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,main; principal; important,same-writing-different-reading,,かさなる,,,,,yes
重役,おもやく,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,heavy responsibilities; director,same-writing-different-reading|same-jmdict-entry,,じゅうやく,重役,じゅうやく,N2,おもやく|じゅうやく|重役,yes
おやすみ,おやすみ,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,"(1) holiday,absence,rest,(2) (exp) Good night",fully-absent,,,,,,,yes
お八,おやつ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,lexical,1.  (uk) between meal snack; afternoon refreshment; afternoon tea,same-reading-different-writing,おやつ,,,,,,no
お八つ,おやつ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,lexical,"1. (uk) between meal snack, afternoon refreshment, afternoon tea, 2. mid-day snack",same-reading-different-writing|same-jmdict-entry,おやつ,,おやつ,おやつ,N3,おやつ|お八つ|御八つ,yes
泳ぎ方,およぎかた,N4,"{""N4"": 1}","{""waller-derived"": ""N4""}",openjlpt|waller,waller-derived,1,lexical,way of swimming,fully-absent,,,,,,,yes
織,おり,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,weave; weaving; woven item,same-reading-different-writing|same-jmdict-entry,折|檻|織り,,織り,おり,N1,おり|織|織り,yes
居る,おる,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",openjlpt|waller,waller-derived,1,lexical,to be (animate); to be; to exist,same-reading-different-writing|same-jmdict-entry,おる|折る|織る,,おる,おる,N4,おる|居る,yes
終,おわり,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",openjlpt|waller,waller-derived,1,lexical,the end,same-reading-different-writing|same-jmdict-entry,終わり,,終わり,おわり,N5,おわり|終|終り|終わり,yes
御～,おん～,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,honorific ~,fully-absent,,,,,,,no
音色,おんいろ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,lexical,tone color; tone quality; timbre,same-writing-different-reading,,ねいろ,,,,,no
おんぶ,おんぶ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,carrying on one's back (erg. Baby),same-reading-different-writing|same-jmdict-entry,負んぶ,,負んぶ,おんぶ,N1,おんぶ|オンブ|負んぶ,yes
ＯＫ,オーケー,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,lexical,OK,same-reading-different-writing|same-jmdict-entry,オーケー,,オーケー,オーケー,N1,おっけ|おっけい|おっけー|おーけー|オッケ|オッケィ|オッケイ|オッケー|オーケイ|オーケー|ＯＫ,yes
オーバーコート,オーバーコート,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,,fully-absent,,,,,,,yes
おかげ,お陰,N4,"{""N4"": 1}","{""community-independent"": ""N4""}",wordmaster,community-independent,1,kana/loanword,thanks or owing to,same-writing-different-reading,,おかげ,,,,,no
仮,か,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,tentative; provisional,same-reading-different-writing|same-writing-different-reading,可|科|箇|蚊|課,かり,,,,,no
個,か,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,article counter,same-reading-different-writing|same-jmdict-entry,可|科|箇|蚊|課,,箇,か,N1,か|カ|ケ|ヶ|个|個|箇,yes
かかと,かかと,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,shoe heel,same-reading-different-writing|same-jmdict-entry,踵,,踵,かかと,N1,あくと|かかと|きびす|くびす|踵,yes
係り,かかり,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,official; duty; person in charge,same-reading-different-writing|same-jmdict-entry,係,,係,かかり,N4,かかり|係|係り,yes
かかる,かかる,N5,"{""N5"": 1}","{""community-independent"": ""N5""}",wordmaster,community-independent,1,kana/loanword,"it takes (amount of time, money) (v.i.)",same-reading-different-writing|same-jmdict-entry,掛かる|架かる|罹[かか]る|罹る,,掛かる|罹る,かかる,N3|N5,かかる|懸かる|懸る|掛かる|掛る|罹る,yes
書き取り,かきとり,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,dictation,fully-absent,,,,,,,yes
かく (はじを),かく (はじを),N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,to humiliate oneself,fully-absent,,,,,,,no
佳句,かく,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,beautiful passage of literature,same-reading-different-writing,掻く|描く|搔[か]く|書く|核|格|欠く|角,,,,,,yes
画,かく,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,stroke,same-reading-different-writing,掻く|描く|搔[か]く|書く|核|格|欠く|角,,,,,,yes
各～,かく～,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,"every ~, each ~",fully-absent,,,,,,,no
賭,かけ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"betting, gambling, a gamble",same-reading-different-writing|same-jmdict-entry,掛け|賭け,,賭け,かけ,N1,かけ|賭|賭け,yes
掛～,かけ～,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,credit,fully-absent,,,,,,,no
かける,かける,N5,"{""N5"": 1}","{""community-independent"": ""N5""}",wordmaster,community-independent,1,kana/loanword,"to dial/call (e.g., phone); to sit down",same-reading-different-writing|same-jmdict-entry,掛ける|架ける|欠ける|翔る|賭ける|駆ける,,掛ける|欠ける|翔る|賭ける|駆ける,かける,N1|N2|N3|N5,かける|懸ける|掛ける|欠ける|缺ける|翔ける|翔る|賭ける|闕ける|駆ける|駈ける,yes
ヶ月,かげつ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,#NAME?,fully-absent,,,,,,,yes
かさばる,かさばる,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,to be bulky,same-reading-different-writing|same-jmdict-entry,嵩張[かさば]る|嵩張る,,嵩張る,かさばる,N1,かさばる|かさ張る|嵩張る,yes
風車,かざぐるま,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,1.  windmill; 2.  pinwheel,same-writing-different-reading|same-jmdict-entry,,ふうしゃ,風車,ふうしゃ,N1,かざぐるま|ふうしゃ|カザグルマ|風ぐるま|風車,yes
畏まりました,かしこまりました,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,certainly!,fully-absent,,,,,,,yes
個所,かしょ,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,passage; place; point,same-reading-different-writing|same-jmdict-entry,箇所,,箇所,かしょ,N3,かしょ|か所|カ所|ケ所|ヵ所|ヶ所|個所|箇所,yes
頭,かしら,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"head, chief",same-writing-different-reading|same-jmdict-entry,,あたま|とう,頭,あたま,N5,あたま|かしら|頭,yes
箇条書,かじょうがき,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"itemized form, itemization",same-reading-different-writing|same-jmdict-entry,箇条書き,,箇条書き,かじょうがき,N1,かじょうがき|個条書き|箇条書|箇条書き,yes
噛る,かじる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to chew; to bite (at); to gnaw,same-reading-different-writing|same-jmdict-entry,かじる|齧る,,かじる|齧る,かじる,N2|N3,かじる|噛じる|噛る|囓る|齧る,yes
過多,かた,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,excess; superabundance,same-reading-different-writing,型|方|肩,,,,,,yes
