word,reading,consensus_level,level_votes,family_level_votes,reference_sources,reference_families,support_count,candidate_type,example_meaning,relation_type,same_reading_current_forms,same_word_current_readings,jmdict_current_forms,jmdict_current_readings,jmdict_current_levels,jmdict_all_forms,jmdict_resolved
判,ばん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,lexical,size (of paper or books),same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,バン|万|晩|番,はん,判,はん,N2,はん|ばん|判,yes
万人,ばんじん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,all people; everybody; 10000 people,same-writing-different-reading|same-jmdict-entry,,ばんにん,万人,ばんにん,N3,ばんじん|ばんにん|まんにん|万人,yes
番目,ばんめ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,cardinal number suffix,fully-absent,,,,,,,yes
パート (タイム),パート (タイム),N4,"{""N4"": 1}","{""community-independent"": ""N4""}",wordmaster,community-independent,1,lexical,兼职,fully-absent,,,,,,,no
碑,ひ,N3,"{""N3"": 1}","{""community-independent"": ""N3""}",wordmaster,community-independent,1,lexical,stone monument bearing an inscription,same-reading-different-writing,妃|日|比|火|灯|費|非,,,,,,yes
非～,ひ～,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,"anti~, counter~, an~, non~",fully-absent,,,,,,,no
匹,ひき,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,head; small animal counter; roll of cloth,fully-absent,,,,,,,yes
引返す,ひきかえす,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,to repeat; to send back; to bring back,same-reading-different-writing|same-jmdict-entry,引き返す,,引き返す,ひきかえす,N2,ひきかえす|引きかえす|引き返す|引返す,yes
引き下げる,ひきさげる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to pull down; to lower; to reduce,fully-absent,,,,,,,yes
引下げる,ひきさげる,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"to pull down, to lower, to reduce, to withdraw",fully-absent,,,,,,,yes
引出す,ひきだす,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,to pull out; to take out; to draw out,same-reading-different-writing|same-jmdict-entry,引き出す,,引き出す,ひきだす,N3,ひきだす|引きだす|引き出す|引出す,yes
引取る,ひきとる,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,to take back; to adopt; to leave,same-reading-different-writing|same-jmdict-entry,引き取る,,引き取る,ひきとる,N2,ひきとる|引きとる|引き取る|引取る,yes
久し振り,ひさしぶり,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,after a long time,same-reading-different-writing|same-jmdict-entry,久しぶり,,久しぶり,ひさしぶり,N4,ひさしぶり|久しぶり|久し振り,yes
一向,ひたすら,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,earnestly,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,ひたすら,いっこう,ひたすら,ひたすら,N2,ひたすら|一向|只管|頓,yes
一～,ひと～,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,one ~,fully-absent,,,,,,,no
単,ひとえ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,one layer; single,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,一重,たん,一重,ひとえ,N1,ひとえ|一重|単,yes
人気,ひとけ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,sign of life,same-writing-different-reading,,にんき,,,,,no
一筋,ひとすき,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,lexical,a line; earnestly; blindly,same-writing-different-reading,,ひとすじ,,,,,no
一まず,ひとまず,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,for the present; once; in outline,same-reading-different-writing|same-jmdict-entry,ひとまず|一先ず,,ひとまず|一先ず,ひとまず,N1|N2,ひとまず|ひと先ず|一と先ず|一まず|一先|一先ず,yes
一人でに,ひとりでに,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,by itself; automatically; naturally,same-reading-different-writing|same-jmdict-entry,ひとりでに|独りでに,,ひとりでに|独りでに,ひとりでに,N2,ひとりでに|一人でに|独りでに,yes
雛祭,ひなまつり,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,Girls' (dolls') Festival,same-reading-different-writing|same-jmdict-entry,ひな祭り|雛祭り,,ひな祭り|雛祭り,ひなまつり,N1,ひなまつり|ひな祭|ひな祭り|雛祭|雛祭り,yes
ひび (かべの～),ひび (かべの～),N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"crack, fissure, flaw",fully-absent,,,,,,,no
百科辞典,ひゃっかじてん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,encyclopedia,same-reading-different-writing|same-jmdict-entry,百科事典,,百科事典,ひゃっかじてん,N2,ひゃっかじてん|百科事典|百科辞典,yes
吃驚,びっくり,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,be surprised; be amazed; be frightened,same-reading-different-writing|same-jmdict-entry,びっくり,,びっくり,びっくり,N4,びっくり|ビックリ|吃驚|喫驚,yes
びっくりする,びっくりする,N4,"{""N4"": 1}","{""community-independent"": ""N4""}",wordmaster,community-independent,1,kana/loanword,吓一跳,fully-absent,,,,,,,no
歩,ふ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,pawn (in chess or shogi),same-reading-different-writing|same-writing-different-reading,府|負,ほ,,,,,yes
フィルタ,フィルタ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,filter,same-jmdict-entry,,,フィルター,フィルター,N1,フィルタ|フィルター,yes
殖える,ふえる,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,to increase; to multiply,same-reading-different-writing|same-jmdict-entry,増える,,増える,ふえる,N4,ふえる|増える|殖える,yes
副～,ふく～,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,vice ~,fully-absent,,,,,,,no
復旧,ふくきゅう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,lexical,restoration; restitution; rehabilitation,same-writing-different-reading,,ふっきゅう|ふっきゅうする,,,,,no
不山戯る,ふざける,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,lexical,to romp; to gambol; to frolic,same-reading-different-writing,ふざける,,,,,,no
不図,ふと,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",openjlpt|waller,waller-derived,1,lexical,suddenly; casually; accidentally,same-reading-different-writing|same-jmdict-entry,ふと,,ふと,ふと,N3,ふと|不図|不圖|不斗,yes
不便,ふびん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,pity; compassion,same-writing-different-reading,,ふべん,,,,,yes
古～,ふる～,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,old ~,fully-absent,,,,,,,no
古里,ふるさと,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,"home town, birthplace",same-reading-different-writing|same-jmdict-entry,ふるさと|故郷,,ふるさと|故郷,ふるさと,N1|N3,ふるさと|ふる里|古里|故郷|故里,yes
不,ぶ,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",waller,waller-derived,1,lexical,"un,non,negative prefix",same-reading-different-writing|same-jmdict-entry,分|無|部,,無,ぶ,N3,ぶ|不|無,yes
打付ける,ぶつける,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to knock; to run into; to nail on,same-reading-different-writing|same-jmdict-entry,ぶつける,,ぶつける,ぶつける,N3,ぶつける|打つける|打付ける,yes
へそ,へそ,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,kana/loanword,"navel, belly-button",same-reading-different-writing|same-jmdict-entry,臍,,臍,へそ,N2,へそ|ほぞ|ヘソ|臍|𦜝,yes
縁,へり,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,edge,same-writing-different-reading,,えん|ふち,,,,,no
へりくだる,へりくだる,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,to deprecate oneself and praise the listener,fully-absent,,,,,,,yes
謙る,へりくだる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to deprecate oneself and praise the listener,fully-absent,,,,,,,yes
偏,へん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,side; left radical of a character; inclining,same-reading-different-writing,変|編|辺,,,,,,yes
勉強,べんきょう (する),N5,"{""N5"": 1}","{""community-independent"": ""N5""}",wordmaster,community-independent,1,lexical,学习,same-writing-different-reading,,べんきょう,,,,,no
勉強,べんきょうする,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",openjlpt,waller-derived,1,lexical,to study,same-writing-different-reading,,べんきょう,,,,,no
倣,ほう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,imitate; follow; emulate,same-reading-different-writing,ほう|報|方|法|砲,,,,,,no
宝器,ほうき,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,treasured article or vessel; outstanding individual,same-reading-different-writing|same-jmdict-entry,ほうき|放棄|法規|箒,,ほうき,ほうき,N2,ほうき|宝器,yes
庖丁,ほうちょう,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,kitchen knife; carving knife,same-reading-different-writing|same-jmdict-entry,包丁,,包丁,ほうちょう,N3,ほうちょう|包丁|庖丁,yes
乾,ほし,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,lexical,"dried, cured",same-reading-different-writing|same-jmdict-entry,干し|星,,干し,ほし,N1,ほし|乾|乾し|干|干し,yes
干し～,ほし～,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,dried ~,fully-absent,,,,,,,no
ほとり,ほとり,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,vicinity of lake; river,same-reading-different-writing|same-jmdict-entry,辺,,辺,ほとり,N1,ほとり|畔|辺|辺り,yes
辺り,ほとり,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,(in the) neighbourhood; vicinity; nearby,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,辺,あたり,辺,ほとり,N1,ほとり|畔|辺|辺り,yes
ほどく,ほどく,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,to unfasten,same-reading-different-writing|same-jmdict-entry,解く,,解く,ほどく,N2,ほどく|解く,yes
保母,ほぼ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,day care worker in a kindergarten  nursery school  etc.,same-reading-different-writing|same-jmdict-entry,ほぼ,,ほぼ,ほぼ,N2,ほぼ|保姆|保母,yes
略,ほぼ,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",waller,waller-derived,1,lexical,"almost,roughly,approximately",same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,ほぼ,りゃく,ほぼ,ほぼ,N2,ほぼ|略|粗,yes
ほめる,ほめる,N4,"{""N4"": 1}","{""waller-derived"": ""N4""}",waller,waller-derived,1,kana/loanword,to praise,same-reading-different-writing|same-jmdict-entry,褒める,,褒める,ほめる,N3,ほめる|称める|褒める|誉める|讃める|賞める,yes
捕吏,ほり,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,constable,same-reading-different-writing,堀,,,,,,yes
ほんの～,ほんの～,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,"mere, just",fully-absent,,,,,,,no
卯,ぼう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,fourth sign of Chinese zodiac (The Hare  5am-7am  east  February),same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,棒,う,卯,う,N1,う|ぼう|卯,yes
防～,ぼう～,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,~ prevention,fully-absent,,,,,,,no
膨張,ぼうちょう,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"expansion, swelling, increase",fully-absent,,,,,,,yes
膨脹,ぼうちょう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,expansion; swelling; increase,fully-absent,,,,,,,yes
惚ける,ぼける,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"to grow senile, to fade",same-reading-different-writing|same-jmdict-entry,ぼける,,ぼける,ぼける,N1,ぼける|ボケる|呆ける|惚ける|耄ける,yes
藍褸,ぼろ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,lexical,rag; scrap; tattered clothes,same-reading-different-writing,襤褸,,,,,,no
マイ～,マイ～,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"my ~, one's own ~",fully-absent,,,,,,,no
毎～,まい～,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,every ~,fully-absent,,,,,,,no
マイクロフォン,マイクロフォン,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,microphone,fully-absent,,,,,,,no
毎月,まいげつ/まいつき,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",openjlpt,waller-derived,1,lexical,every month,same-writing-different-reading,,まいつき,,,,,no
毎月,まいげつ; まいつき,N5,"{""N5"": 1}","{""community-independent"": ""N5""}",wordmaster,community-independent,1,lexical,每个月,same-writing-different-reading,,まいつき,,,,,no
毎月,まいげつ,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",waller,waller-derived,1,lexical,every month,same-writing-different-reading|same-jmdict-entry,,まいつき,毎月,まいつき,N5,まいげつ|まいつき|毎月,yes
毎年,まいねん/まいとし,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",openjlpt,waller-derived,1,lexical,every year,same-writing-different-reading,,まいとし,,,,,no
毎年,まいねん; まいとし,N5,"{""N5"": 1}","{""community-independent"": ""N5""}",wordmaster,community-independent,1,lexical,每年,same-writing-different-reading,,まいとし,,,,,no
毎年,まいねん,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",waller,waller-derived,1,lexical,every year,same-writing-different-reading|same-jmdict-entry,,まいとし,毎年,まいとし,N5,まいとし|まいねん|毎年,yes
前売,まえうり,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"advance sale, booking",same-reading-different-writing|same-jmdict-entry,前売り,,前売り,まえうり,N2,まえうり|前売|前売り,yes
巻,まき,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,volume,same-reading-different-writing|same-writing-different-reading,薪,かん,,,,,yes
真心,まこころ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,sincerity; devotion,same-writing-different-reading|same-jmdict-entry,,まごころ,真心,まごころ,N1,まこころ|まごころ|真心,yes
真に,まことに,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,truly; actually; really,same-reading-different-writing|same-jmdict-entry,まことに|誠に,,まことに|誠に,まことに,N1|N2,まことに|実に|寔に|洵に|真に|誠に,yes
間誤付く,まごつく,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,lexical,"to be confused, to be flustered",same-reading-different-writing|same-jmdict-entry,まごつく,,まごつく,まごつく,N1,まごつく|間誤つく|間誤付く,yes
まさしく,まさしく,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,"surely, no doubt, evidently",same-reading-different-writing|same-jmdict-entry,正しく,,正しく,まさしく,N1,まさしく|正しく,yes
況して,まして,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,still more; still less (with neg. verb); to say nothing of,same-reading-different-writing|same-jmdict-entry,まして,,まして,まして,N3,まして|増して|況して,yes
まじめ,まじめ,N4,"{""N4"": 1}","{""waller-derived"": ""N4""}",waller,waller-derived,1,kana/loanword,serious,same-reading-different-writing|same-jmdict-entry,真面目,,真面目,まじめ,N4,まじめ|マジメ|眞面目|真面目,yes
またがる (うまを～),またがる (うまを～),N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,to straddle,fully-absent,,,,,,,no
跨がる,またがる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to extend over or into; to straddle,same-reading-different-writing|same-jmdict-entry,跨る,,跨る,またがる,N1,またがる|股がる|跨がる|跨る,yes
瞬き,またたき,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,wink; twinkling (of stars); flicker (of light),same-writing-different-reading|same-jmdict-entry,,まばたき,瞬き,まばたき,N1,またたき|まだたき|まばたき|めばたき|瞬き,yes
区々,まちまち,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,1.  several; various; divergent,same-reading-different-writing|same-jmdict-entry,まちまち,,まちまち,まちまち,N1,まちまち|区々|区区,yes
まと,まと,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,"mark, target",same-reading-different-writing|same-jmdict-entry,的,,的,まと,N1,まと|的,yes
免れる,まぬかれる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to escape from; to be rescued from; to avoid,same-writing-different-reading|same-jmdict-entry,,まぬがれる,免れる,まぬがれる,N1,まぬかれる|まぬがれる|免れる,yes
目蓋,まぶた,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,eyelid,same-reading-different-writing|same-jmdict-entry,瞼,,瞼,まぶた,N2,まぶた|目蓋|眼蓋|瞼,yes
円,まる,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",waller,waller-derived,1,lexical,"circle,money",same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,丸,えん,丸,まる,N2,まる|マル|丸|円,yes
丸い/円い,まるい,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",openjlpt,waller-derived,1,lexical,round; circular,same-reading-different-writing,丸い,,,,,,no
丸い; 円い,まるい,N5,"{""N5"": 1}","{""community-independent"": ""N5""}",wordmaster,community-independent,1,lexical,"round, circular",same-reading-different-writing,丸い,,,,,,no
円い,まるい,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",openjlpt|waller,waller-derived,1,lexical,round; circular; spherical,same-reading-different-writing|same-jmdict-entry,丸い,,丸い,まるい,N5,まるい|まろい|丸い|円い,yes
まるっきり,まるっきり,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,"completely, perfectly, just as if",fully-absent,,,,,,,yes
丸っきり,まるっきり,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,completely; perfectly; just as if,fully-absent,,,,,,,yes
丸で,まるで,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,quite; entirely; completely,same-reading-different-writing|same-jmdict-entry,まるで,,まるで,まるで,N3,まるで|丸で,yes
回る、回す,まわる、まわす,N4,"{""N4"": 1}","{""community-independent"": ""N4""}",wordmaster,community-independent,1,lexical,转动，旋转,fully-absent,,,,,,,no
真ん円い,まんまるい,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,perfectly round,same-reading-different-writing|same-jmdict-entry,真ん丸い,,真ん丸い,まんまるい,N1,まんまるい|まん丸い|まん円い|真ん丸い|真ん円い,yes
三,み,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,(num) three,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,味|実|巳|未|身,さん,さん|三,さん,N1|N5,さん|み|三|参|參|弎|３,yes
未～,み～,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,not yet ~,fully-absent,,,,,,,no
三日月,みかずき,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,lexical,new moon; crescent moon,same-writing-different-reading|same-jmdict-entry,,みかづき,三日月,みかづき,N1,みかずき|みかづき|三日月,yes
御手洗,みたらし,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,lexical,font of purifying water placed at entrance of shrine,fully-absent,,,,,,,yes
見っともない,みっともない,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,shameful; indecent,same-reading-different-writing|same-jmdict-entry,みっともない,,みっともない,みっともない,N1,みっともない|見っともない|見っとも無い,yes
見付かる,みつかる,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,to be found; to be discovered,same-reading-different-writing|same-jmdict-entry,見つかる,,見つかる,みつかる,N4,みつかる|見つかる|見付かる|見付る,yes
見詰める,みつめる,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,"to stare at, to gaze at",same-reading-different-writing|same-jmdict-entry,見つめる,,見つめる,みつめる,N3,みつめる|凝視める|瞶める|見つめる|見凝める|見詰める,yes
見積り,みつもり,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,estimation; quotation,same-reading-different-writing|same-jmdict-entry,見積もり,,見積もり,みつもり,N2,みつもり|見積|見積もり|見積り,yes
見舞,みまい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,enquiry; expression of sympathy; expression of concern,same-reading-different-writing|same-jmdict-entry,見舞い,,見舞い,みまい,N4,みまい|見舞|見舞い,yes
ミリ (メートル),ミリ (メートル),N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,milli-,fully-absent,,,,,,,no
見る 観る,みる,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",openjlpt,waller-derived,1,lexical,to see; to watch,same-reading-different-writing,見る|診る,,,,,,no
観る,みる,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",waller,waller-derived,1,lexical,"to see, to watch",same-reading-different-writing|same-jmdict-entry,見る|診る,,見る,みる,N5,みる|見る|視る|覧る|観る,yes
民主～,みんしゅ～,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,democratic,fully-absent,,,,,,,no
六,む,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,(num) six,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,無,ろく,ろく|六,ろく,N1|N5,む|むう|ろく|六|陸|６,yes
向う,むかう,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt|waller,waller-derived,1,lexical,(v5u) to face; to go towards,same-reading-different-writing|same-jmdict-entry,向かう,,向かう,むかう,N3,むかう|向う|向かう|対う,yes
向け,むけ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,for ~; oriented towards ~,fully-absent,,,,,,,yes
むしる,むしる,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,"to pluck, to pick, to tear",same-reading-different-writing|same-jmdict-entry,毟る,,毟る,むしる,N1,むしる|挘る|毟る,yes
名～,めい～,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,famous ~,fully-absent,,,,,,,no
愛でたい,めでたい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,auspicious,same-reading-different-writing|same-jmdict-entry,めでたい|目出度い,,めでたい|目出度い,めでたい,N2|N3,めでたい|愛でたい|目出度い|芽出度い,yes
目途,めど,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"goal, outlook",same-reading-different-writing|same-jmdict-entry,めど|目処,,めど|目処,めど,N1|N2,めど|もくと|メド|目処|目途,yes
目眩,めまい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,dizziness; giddiness,same-reading-different-writing|same-jmdict-entry,眩暈,,眩暈,めまい,N2,めまい|目まい|目眩|目眩い|眩冒|眩暈,yes
申込,もうしこみ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"application, request, proposal",same-reading-different-writing|same-jmdict-entry,申し込み,,申し込み,もうしこみ,N3,もうしこみ|申し込み|申込|申込み,yes
藻掻く,もがく,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to struggle; to wriggle; to be impatient,same-reading-different-writing|same-jmdict-entry,もがく,,もがく,もがく,N1,もがく|藻掻く|藻搔く|踠く,yes
木曜,もくよう,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",openjlpt|waller,waller-derived,1,lexical,Thursday,fully-absent,,,,,,,yes
若し,もし,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,if; in case; supposing,same-reading-different-writing|same-jmdict-entry,もし,,もし,もし,N4,もし|若し,yes
齎らす,もたらす,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to bring; to take; to bring about,same-reading-different-writing|same-jmdict-entry,もたらす,,もたらす,もたらす,N2,もたらす|もらたす|持たらす|齎す|齎らす,yes
物体ない,もったいない,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,too good; more than one deserves; wasteful,same-reading-different-writing|same-jmdict-entry,もったいない|勿体ない|勿体無い,,もったいない|勿体ない|勿体無い,もったいない,N1|N2|N3,もったいない|勿体ない|勿体無い|物体ない|物体無い,yes
物置き,ものおき,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,storeroom,same-reading-different-writing|same-jmdict-entry,物置,,物置,ものおき,N1,ものおき|物置|物置き,yes
股,もも,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"thigh, femur",same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,もも|桃,また,もも,もも,N1,もも|股|腿,yes
